ts,gpu_util,gpu_mem_used
1771750037.4712021,100.0,23260.25
1771750037.5720701,100.0,23260.25
1771750037.6729233,100.0,23260.25
1771750037.7737548,100.0,23260.25
1771750037.8746262,100.0,23260.25
1771750037.9754765,100.0,23260.25
1771750038.0763655,100.0,23260.25
1771750038.17749,100.0,23260.25
1771750038.2788565,100.0,23260.25
1771750038.3801105,100.0,23260.25
1771750038.4813404,100.0,23260.25
1771750038.582432,100.0,23260.25
1771750038.6833036,100.0,23260.25
1771750038.7841656,100.0,23260.25
1771750038.8850625,46.0,23260.25
1771750038.9859188,46.0,23260.25
1771750039.0867722,97.0,23260.25
1771750039.1876142,97.0,23260.25
1771750039.2884836,100.0,23260.25
1771750039.3893096,100.0,23260.25
1771750039.4901428,81.0,23260.25
1771750039.5910928,81.0,23260.25
1771750039.6919942,56.0,23260.25
1771750039.7931504,56.0,23260.25
1771750039.893992,32.0,23260.25
1771750039.9948564,32.0,23260.25
1771750040.0957322,45.0,23260.25
1771750040.1967528,45.0,23260.25
1771750040.2983148,100.0,23260.25
1771750040.3995597,100.0,23260.25
1771750040.5009723,100.0,23260.25
1771750040.6019754,100.0,23260.25
1771750040.7028904,100.0,23260.25
1771750040.803776,100.0,23260.25
1771750040.9046175,100.0,23260.25
1771750041.0056992,100.0,23260.25
1771750041.1065612,100.0,23260.25
1771750041.2074094,100.0,23260.25
1771750041.3198705,100.0,23260.25
1771750041.420835,100.0,23260.25
1771750041.5217001,100.0,23260.25
1771750041.6225402,100.0,23260.25
1771750041.7234025,100.0,23260.25
1771750041.8242614,100.0,23260.25
1771750041.9251578,100.0,23260.25
1771750042.0260272,100.0,23260.25
1771750042.1269088,100.0,23260.25
1771750042.2278004,100.0,23260.25
1771750042.328688,100.0,23260.25
1771750042.4295747,100.0,23260.25
1771750042.5304437,100.0,23260.25
1771750042.6313372,100.0,23260.25
1771750042.732189,100.0,23260.25
1771750042.8330665,100.0,23260.25
1771750042.9339514,100.0,23260.25
1771750043.0348258,100.0,23260.25
1771750043.1359496,100.0,23260.25
1771750043.2408202,100.0,23260.25
1771750043.3417008,100.0,23260.25
1771750043.4424713,100.0,23260.25
1771750043.5433452,100.0,23260.25
1771750043.6442122,100.0,23260.25
1771750043.745092,100.0,23260.25
1771750043.84586,63.0,23260.25
1771750043.9466918,63.0,23260.25
1771750044.0474696,13.0,23260.25
1771750044.1482878,13.0,23260.25
1771750044.2493794,46.0,23260.25
1771750044.3510163,46.0,23260.25
1771750044.4518123,100.0,23260.25
1771750044.5527472,100.0,23260.25
1771750044.653599,100.0,23260.25
1771750044.7544706,100.0,23260.25
1771750044.8556218,100.0,23260.25
1771750044.9569118,100.0,23260.25
1771750045.0584397,100.0,23260.25
1771750045.159619,100.0,23260.25
1771750045.2608004,100.0,23260.25
1771750045.3616645,100.0,23260.25
1771750045.4625528,100.0,23260.25
1771750045.5634341,100.0,23260.25
1771750045.6643121,50.0,23260.25
1771750045.76517,50.0,23260.25
1771750045.866024,98.0,23260.25
1771750045.9668834,98.0,23260.25
1771750046.067754,100.0,23260.25
1771750046.1685877,100.0,23260.25
1771750046.2694263,100.0,23260.25
1771750046.3996742,100.0,23260.25
1771750046.5005474,100.0,23260.25
1771750046.6013985,100.0,23260.25
1771750046.7022622,100.0,23260.25
1771750046.8034923,100.0,23260.25
1771750046.9044309,100.0,23260.25
1771750047.0052917,100.0,23260.25
1771750047.1061215,100.0,23260.25
1771750047.2069678,100.0,23260.25
1771750047.307829,100.0,23260.25
1771750047.4086912,100.0,23260.25
1771750047.5095057,100.0,23260.25
1771750047.6103776,100.0,23260.25
1771750047.7112148,100.0,23260.25
1771750047.8121603,100.0,23260.25
1771750047.9357839,44.0,23260.25
1771750048.0393717,7.0,23260.25
1771750048.1402123,7.0,23260.25
1771750048.2409759,100.0,23260.25
1771750048.3417902,100.0,23260.25
1771750048.4425178,46.0,23260.25
1771750048.5434084,46.0,23260.25
1771750048.6441631,13.0,23260.25
1771750048.7450094,13.0,23260.25
1771750048.845766,12.0,23260.25
1771750048.9469867,12.0,23260.25
1771750049.0484195,60.0,23260.25
1771750049.149215,60.0,23260.25
1771750049.2500114,100.0,23260.25
1771750049.350855,100.0,23260.25
1771750049.4516554,100.0,23260.25
1771750049.552525,100.0,23260.25
1771750049.6537519,100.0,23260.25
1771750049.7550876,100.0,23260.25
1771750049.8562913,100.0,23260.25
1771750049.9573815,100.0,23260.25
1771750050.0586026,100.0,23260.25
1771750050.1600764,100.0,23260.25
1771750050.2609298,100.0,23260.25
1771750050.3617272,100.0,23260.25
1771750050.46258,39.0,23260.25
1771750050.5638359,39.0,23260.25
1771750050.6646948,9.0,23260.25
1771750050.7655475,9.0,23260.25
1771750050.8664014,0.0,23260.25
1771750050.9674594,0.0,23260.25
1771750051.0682847,0.0,23260.25
1771750051.169263,0.0,23260.25
1771750051.2700982,0.0,23260.25
1771750051.371002,0.0,23260.25
1771750051.5902898,0.0,23260.25
1771750051.8209708,0.0,23260.25
1771750051.9217353,0.0,23260.25
1771750052.0228362,0.0,23260.25
1771750052.1236186,0.0,23260.25
1771750052.2243083,0.0,23260.25
1771750052.3251438,0.0,23260.25
1771750052.4257786,0.0,23260.25
1771750052.5266335,0.0,23260.25
1771750052.6272614,0.0,23260.25
1771750052.7280684,0.0,23260.25
1771750052.8287866,0.0,23260.25
1771750052.9298487,0.0,23260.25
1771750053.113862,0.0,23260.25
1771750053.2145922,0.0,23260.25
1771750053.315457,0.0,23260.25
1771750053.4161487,0.0,23260.25
1771750053.5170028,0.0,23260.25
1771750053.6177187,0.0,23260.25
1771750053.7185647,0.0,23260.25
1771750053.8192723,0.0,23260.25
1771750053.9201083,0.0,23260.25
1771750054.020822,0.0,23260.25
1771750054.1216738,0.0,23260.25
1771750054.3814375,0.0,23260.25
1771750054.4823182,0.0,23260.25
1771750054.5830665,0.0,23260.25
1771750054.6838105,0.0,23260.25
1771750054.7845707,0.0,23260.25
1771750054.8854053,0.0,23260.25
1771750054.9861236,0.0,23260.25
1771750055.086835,0.0,23260.25
1771750055.1875622,0.0,23260.25
1771750055.2884,0.0,23260.25
1771750055.3891017,0.0,23260.25
1771750055.489973,0.0,23260.25
1771750055.603409,0.0,23260.25
1771750055.7041562,0.0,23260.25
1771750055.8048718,0.0,23260.25
1771750055.9058824,0.0,23260.25
1771750056.0067396,0.0,23260.25
1771750056.1076024,34.0,23260.25
1771750056.2084546,34.0,23260.25
1771750056.3093894,48.0,23260.25
1771750056.4102783,48.0,23260.25
1771750056.5111613,100.0,23260.25
1771750056.6818511,55.0,23260.25
1771750056.782735,55.0,23260.25
1771750056.8836195,86.0,23260.25
1771750056.984464,86.0,23260.25
1771750057.0853555,100.0,23260.25
1771750057.186235,100.0,23260.25
1771750057.2870905,14.0,23260.25
1771750057.3880801,14.0,23260.25
1771750057.488964,70.0,23260.25
1771750057.5898454,70.0,23260.25
1771750057.6907265,49.0,23260.25
1771750057.79225,49.0,23260.25
1771750057.8935556,100.0,23260.25
1771750057.9948366,100.0,23260.25
1771750058.0956883,100.0,23260.25
1771750058.1965306,100.0,23260.25
