ts,gpu_util,gpu_mem_used
1771715387.4266076,0.0,23260.25
1771715387.5274472,0.0,23260.25
1771715387.628673,2.0,23260.25
1771715387.7295122,2.0,23260.25
1771715387.8302512,100.0,23260.25
1771715387.9309514,100.0,23260.25
1771715388.0316665,100.0,23260.25
1771715388.1327925,100.0,23260.25
1771715388.2340372,100.0,23260.25
1771715388.3351467,100.0,23260.25
1771715388.4362829,100.0,23260.25
1771715388.5373054,100.0,23260.25
1771715388.6381269,100.0,23260.25
1771715388.7389798,100.0,23260.25
1771715388.839815,100.0,23260.25
1771715388.9406223,100.0,23260.25
1771715389.0414445,100.0,23260.25
1771715389.1422913,100.0,23260.25
1771715389.2431116,100.0,23260.25
1771715389.3439696,100.0,23260.25
1771715389.444842,100.0,23260.25
1771715389.5463467,100.0,23260.25
1771715389.6472251,46.0,23260.25
1771715389.7480671,46.0,23260.25
1771715389.849008,98.0,23260.25
1771715389.9498563,98.0,23260.25
1771715390.0507364,100.0,23260.25
1771715390.1523228,100.0,23260.25
1771715390.2538059,100.0,23260.25
1771715390.3551083,100.0,23260.25
1771715390.4566393,100.0,23260.25
1771715390.5574713,100.0,23260.25
1771715390.6584,100.0,23260.25
1771715390.7592654,100.0,23260.25
1771715390.8601022,100.0,23260.25
1771715390.960931,100.0,23260.25
1771715391.0617533,65.0,23260.25
1771715391.1662366,65.0,23260.25
1771715391.267066,0.0,23260.25
1771715391.3678973,0.0,23260.25
1771715391.4687295,0.0,23260.25
1771715391.5695586,0.0,23260.25
1771715391.6705823,27.0,23260.25
1771715391.7755609,61.0,23260.25
1771715391.8765419,61.0,23260.25
1771715391.9772577,100.0,23260.25
1771715392.0780823,100.0,23260.25
1771715392.1788201,100.0,23260.25
1771715392.2796493,100.0,23260.25
1771715392.3806727,100.0,23260.25
1771715392.48151,100.0,23260.25
1771715392.5894241,56.0,23260.25
1771715392.690628,56.0,23260.25
1771715392.7919285,84.0,23260.25
1771715392.8931327,84.0,23260.25
1771715392.9943445,49.0,23260.25
1771715393.0951827,49.0,23260.25
1771715393.1960292,100.0,23260.25
1771715393.2968562,100.0,23260.25
1771715393.397675,100.0,23260.25
1771715393.498477,100.0,23260.25
